level2,linkedGenre,title2,levelDiff,difficulty2,attribute2
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%9C%E3%83%BC%E3%82%A4%E3%82%BAr_b_h"">ボーイズR＆B(H)</a>",Always,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%9F%E3%83%A5%E3%83%BC%E3%83%88%E3%83%AD%E3%83%8B%E3%82%AB_h"">ミュートロニカ(H)</a>",Polis,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%A8%E3%83%A2_n"">エモ(N)</a>",Sorrows,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%A8%E3%83%94%E3%83%83%E3%82%AF%E3%83%9D%E3%82%A8%E3%83%88%E3%83%AA%E3%83%BC_n"">エピックポエトリー(N)</a>","Blind Justice ～Torn souls, Hurt Faiths～",28.5,弱(-0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%B1%E3%83%9E%E3%83%AA_n"">ケマリ(N)</a>",Kicky Kemari Kicker,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%B8%E3%82%B0remix_n"">ジグREMIX(N)</a>",Tir na n'Og (Europa GT Remix),29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%B9%E3%83%91%E3%82%A4remix_n"">スパイREMIX(N)</a>",SPICY PIECE(Ryu☆Remix),29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%8D%E3%82%AC%E3%83%A1%E3%83%AD%E3%83%83%E3%82%AF_n"">ネガメロック(N)</a>",繚乱ヒットチャート,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%92%E3%83%83%E3%83%97%E3%83%AD%E3%83%83%E3%82%AFremix_n"">ヒップロックREMIX(N)</a>",大見解の新見解,28.5,弱(-0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%95%E3%82%A9%E3%83%BC%E3%83%AB%E3%82%B9%E3%83%A1%E3%83%AB%E3%83%98%E3%83%B3_n"">フォールスメルヘン(N)</a>",みずうみの記憶,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%AA%E3%82%AD%E3%83%8A%E3%83%AF%E3%83%83%E3%82%B7%E3%83%B4_n"">オキナワッシヴ(N)</a>",西表島琉球曲,28.5,弱(-0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%AD%E3%82%BB%E3%82%AD_h"">キセキ(H)</a>",キセキ,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E5%A4%8F%E7%A5%AD%E3%82%8A_h"">夏祭り(H)</a>",夏祭り,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%8F%E3%83%BC%E3%83%89%E3%82%A2%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3_n"">ハードアクション(N)</a>",COMMANDO,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%A9%E3%83%B3%E3%83%89%E3%83%90%E3%83%A9%E3%83%83%E3%83%89_h"">ランドバラッド(H)</a>",GEO SONG,28.5,弱(-0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%AA%E3%83%AA%E3%82%A8%E3%83%B3%E3%82%BF%E3%83%AB%E3%83%95%E3%82%A9%E3%83%BC%E3%82%AF%E3%83%AD%E3%82%A2_n"">オリエンタルフォークロア(N)</a>",旗,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%95%E3%82%A1%E3%83%B3%E3%82%AD%E3%83%BC%E3%82%B3%E3%82%BF_n"">ファンキーコタ(N)</a>",AKATSUKI,28.0,逆詐称(-1.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%A2%E3%83%8B%E3%83%9E%E3%83%AB%E3%83%9F%E3%83%8B%E3%83%9E%E3%83%AB_n"">アニマルミニマル(N)</a>",The Zoo Zone,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%A2%E3%83%B3%E3%83%86%E3%82%A3%E3%83%BC%E3%82%AF_n"">アンティーク(N)</a>",時守唄,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%B4%E3%82%A7%E3%83%AB%E3%83%B4%E3%82%A7%E3%83%83%E3%83%88%E3%83%90%E3%83%AC%E3%83%83%E3%83%88%E3%83%92%E3%83%83%E3%83%88_n"">ヴェルヴェットバレットヒット(N)</a>",ヴェルヴェットバレット,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%87%E3%82%A3%E3%83%AC%E3%82%A4%E3%83%B4_smooooch%E3%83%BB_%E3%83%BB_n"">キャンディレイヴ(N)</a>",smooooch・∀・,28.0,逆詐称(-1.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%B3%E3%83%B3%E3%83%86%E3%83%B3%E3%83%9D%E3%83%A9%E3%83%AA%E3%83%BC%E3%83%8D%E3%82%A4%E3%82%B7%E3%83%A7%E3%83%B35_n"">コンテンポラリーネイション5(N)</a>",The Sky of Sadness,28.5,弱(-0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E8%83%B8%E3%82%AD%E3%83%A5%E3%83%B3%E2%98%86%E3%83%9E%E3%83%AC%E3%83%83%E3%83%88_n"">胸キュン☆マレット(N)</a>",キセキはじまり☆,28.0,逆詐称(-1.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%B4%E3%82%A7%E3%83%A9%E3%83%A0_n"">ヴェラム(N)</a>",Eine Haube ～聖地の果てにあるもの～,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E5%91%AA%E3%82%A8%E3%83%A2_n"">呪エモ？(N)</a>",ミサコの日記 (見ちゃダメ！),29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%A8%E3%83%83%E3%82%BB%E3%83%B3%E3%82%B7%E3%83%A3%E3%83%AA%E3%83%BC_n"">エッセンシャリー(N)</a>",True Blue,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%AF%E3%82%A4%E3%82%BA%E3%83%9E%E3%82%B8%E3%83%83%E3%82%AF%E3%82%A2%E3%82%AB%E3%83%87%E3%83%9F%E3%83%BC2_h"">クイズマジックアカデミー2(H)</a>",灼熱の翼,28.5,弱(-0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%B3%E3%83%B3%E3%83%86%E3%83%B3%E3%83%9D%E3%83%A9%E3%83%AA%E3%83%BC%E3%83%8D%E3%82%A4%E3%82%B7%E3%83%A7%E3%83%B36_h"">コンテンポラリーネイション6(H)</a>",砂塵カゲロウ,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%B9%E3%82%A4%E3%83%BC%E3%83%84%E3%83%97%E3%83%AD%E3%82%B0%E3%83%AC%E3%83%83%E3%82%B7%E3%83%B4_n"">スイーツプログレッシヴ(N)</a>",ちくわパフェだよ☆CKP,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%BE%E3%83%87%E3%82%A3%E3%82%A2%E3%83%83%E3%82%AF%E3%82%AA%E3%83%A9%E3%82%AF%E3%83%AB1_n"">ゾディアックオラクル1(N)</a>",ストレイ・マーチ,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%BE%E3%83%87%E3%82%A3%E3%82%A2%E3%83%83%E3%82%AF%E3%82%AA%E3%83%A9%E3%82%AF%E3%83%AB7_n"">ゾディアックオラクル7(N)</a>",アストライアの双皿,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%89%E3%83%AA%E3%83%BC%E3%83%A0%E3%83%81%E3%83%A3%E3%83%B3%E3%83%97%E3%83%AB_n"">ドリームチャンプル(N)</a>",Dimensiva Vulnus,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E5%BF%8D%E8%80%85%E3%83%A1%E3%82%BF%E3%83%AB_%E3%83%9D%E3%83%97%E3%82%B3%E3%83%8D_n"">忍者メタル ポプコネ(N)</a>",背水の陣(Kagutsuchi Remix),29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%8F%E3%83%83%E3%83%94%E3%83%BC_n"">ハッピー(N)</a>",quaver♪,28.5,弱(-0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%96%87%E5%AD%A6%E5%B0%91%E5%A5%B3%E3%83%AD%E3%83%83%E3%82%AF_h"">文学少女ロック(H)</a>",虚空と光明のディスクール,28.5,弱(-0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%99%E3%83%BC%E3%82%B9%E3%83%9C%E3%83%BC%E3%83%AB%E3%83%92%E3%83%AD%E3%82%A4%E3%83%B3_n"">ベースボールヒロイン(N)</a>",轟け！恋のビーンボール！！,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%AC%E3%82%A4%E3%83%8B%E3%83%BC%E3%83%AF%E3%83%AB%E3%83%84_h"">レイニーワルツ(H)</a>",リメンバーリメンバー,28.5,弱(-0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%86%82%E6%81%8B%E2%98%86%E3%82%A2%E3%82%AF%E3%83%86%E3%82%A3%E3%83%99%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3_n"">憂恋☆アクティベーション(N)</a>",憂恋☆アクティベーション,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%AD%8C%E5%8A%87_%E6%9C%88%E5%A4%9C%E3%81%AE%E3%82%A2%E3%83%A9%E3%83%93%E3%82%A2_n"">歌劇 月夜のアラビア(N)</a>",歌劇 月夜のアラビア,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E7%85%8C-%E7%81%BC%E7%86%B1%E3%81%AE%E8%A3%81%E3%81%8D-_n"">煌-灼熱の裁き-(N)</a>",煌-灼熱の裁き-,28.0,逆詐称(-1.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E5%8D%83%E5%B9%B4%E3%83%8E%E7%90%86_n"">千年ノ理(N)</a>",千年ノ理,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%81%9F%E3%81%BE%E3%81%94%E3%81%AE%E7%89%A9%E7%90%86%E7%A7%91%E5%AD%A6%E7%9A%84_n"">たまごの物理科学的 及び調理特性に関しての調査、そしてその考察(N)</a>",たまごの物理科学的 及び調理特性に関しての調査、そしてその考察,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E5%9C%B0%E3%81%AE%E8%A8%98_%E7%8D%84%E7%B7%A8_n"">地の記 獄編(N)</a>",地の記 獄編,28.0,逆詐称(-1.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%AD%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0%E3%83%BB%E3%82%B5%E3%83%90%E3%82%A4%E3%83%90%E3%83%BC_h"">ローリング・サバイバー(H)</a>",ローリング・サバイバー,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%B5%B7%E7%A5%9E_n"">海神(N)</a>",海神,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/ebony_ivory_n"">EBONY & IVORY(N)</a>",EBONY & IVORY,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/habits_n"">Habits(N)</a>",Habits,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/show_up_h"">Show Up!(H)</a>",Show Up!,28.5,弱(-0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%A8%E3%82%AD%E3%82%B5%E3%82%A4%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0_%E3%82%82%E3%83%BB%E3%81%A1%E3%82%83%E3%83%BB%E3%81%A1%E3%82%83%E2%98%86_n"">エキサイティング！！も・ちゃ・ちゃ☆(N)</a>",エキサイティング！！も・ちゃ・ちゃ☆,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%81%8B%E6%AD%8C%E7%96%BE%E9%A2%A8_%E3%81%8B%E3%82%8B%E3%81%9F%E3%82%AF%E3%82%A4%E3%83%BC%E3%83%B3%E3%81%84%E3%82%8D%E3%81%AF_n"">恋歌疾風！かるたクイーンいろは(N)</a>",恋歌疾風！かるたクイーンいろは,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%BC%86%E9%BB%92%E3%81%AE%E3%82%B9%E3%83%9A%E3%82%B7%E3%83%A3%E3%83%AB%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B5%E3%83%B3%E3%83%87%E3%83%BC_n"">漆黒のスペシャルプリンセスサンデー(N)</a>",漆黒のスペシャルプリンセスサンデー,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%87%E3%83%A5%E3%82%B9%E3%83%8E%E3%83%9F%E3%82%A2_n"">デュスノミア(N)</a>",デュスノミア,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/on_top_of_the_world_n"">On top of the world(N)</a>",On top of the world,28.5,弱(-0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E5%93%80%E5%BD%A9_n"">哀彩(N)</a>",哀彩,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%81%91%E3%82%82%E3%81%AE%E3%81%AE%E3%81%8A%E3%81%86%E3%81%98%E3%82%83_%E3%82%81%E3%81%86%E3%82%81%E3%81%86_n"">けもののおうじゃ★めうめう(N)</a>",けもののおうじゃ★めうめう,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E9%98%B2%E4%BA%BA%E6%83%B3%E6%AD%8C_n"">防人想歌(N)</a>",防人想歌,29.5,強(+0.500±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E9%8A%83%E5%BC%BE%E3%81%AF%E8%A7%A3%E3%82%92%E6%92%83%E3%81%A1%E6%8A%9C%E3%81%84%E3%81%A6_n"">銃弾は解を撃ち抜いて(N)</a>",銃弾は解を撃ち抜いて,29.0,中(+0.000±0.0),
29,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%81%BB%E3%81%8A%E3%81%9A%E3%81%8D%E7%A8%8B%E5%BA%A6%E3%81%AB%E3%81%AF%E8%B5%A4%E3%81%84%E9%A0%AD%E9%AB%AA_n"">ほおずき程度には赤い頭髪(N)</a>",ほおずき程度には赤い頭髪,29.0,中(+0.000±0.0),
